location,Basel
lat,47.75000
lon,7.50000
asl,363.653
variable,Temperature
unit,°C
level,2 m elevation corrected
resolution,hourly
aggregation,None
timestamp,Basel Temperature [2 m elevation corrected]
20240321T1200,18.110245
20240321T1300,18.880245
20240321T1400,19.200245
20240321T1500,19.170246
20240321T1600,18.550245
20240321T1700,16.710245
20240321T1800,15.870245
20240321T1900,14.270246
20240321T2000,12.820246
20240321T2100,11.160245
20240321T2200,10.390245
20240321T2300,9.170245
20240322T0000,8.520246
20240322T0100,7.920245
20240322T0200,7.6402454
20240322T0300,7.7602453
20240322T0400,8.090245
20240322T0500,8.290245
20240322T0600,8.350245
20240322T0700,9.930245
20240322T0800,12.670245
20240322T0900,15.220245
20240322T1000,17.220245
20240322T1100,18.220245
20240322T1200,19.040245
20240322T1300,19.670246
20240322T1400,20.220245
20240322T1500,20.280245
20240322T1600,20.030245
20240322T1700,18.480246
20240322T1800,17.100245
20240322T1900,12.950245
20240322T2000,11.890245
20240322T2100,11.270246
20240322T2200,10.500245
20240322T2300,10.580245
20240323T0000,11.140245
20240323T0100,11.790245
20240323T0200,12.420245
20240323T0300,12.450245
20240323T0400,12.230246
20240323T0500,11.880245
20240323T0600,10.890245
20240323T0700,9.420245
20240323T0800,8.8102455
20240323T0900,9.160245
20240323T1000,9.140245
20240323T1100,9.040245
20240323T1200,9.120245
20240323T1300,9.970245
20240323T1400,10.270246
20240323T1500,9.3102455
20240323T1600,8.320246
20240323T1700,7.380245
20240323T1800,6.4902453
20240323T1900,5.690245
20240323T2000,5.190245
20240323T2100,5.110245
20240323T2200,5.4702454
20240323T2300,5.3702455
20240324T0000,5.0302453
20240324T0100,5.040245
20240324T0200,4.9302454
20240324T0300,4.860245
20240324T0400,4.690245
20240324T0500,4.610245
20240324T0600,4.5902452
20240324T0700,4.9702454
20240324T0800,5.4902453
20240324T0900,6.170245
20240324T1000,7.1602454
20240324T1100,7.4702454
20240324T1200,8.080246
20240324T1300,8.830245
20240324T1400,8.930245
20240324T1500,8.940246
20240324T1600,8.820246
20240324T1700,8.010245
20240324T1800,7.3702455
20240324T1900,6.710245
20240324T2000,6.170245
20240324T2100,5.5802455
20240324T2200,5.520245
20240324T2300,5.1002455
20240325T0000,4.6602454
20240325T0100,3.9402456
20240325T0200,3.6602454
20240325T0300,2.9502454
20240325T0400,2.3102455
20240325T0500,1.5102453
20240325T0600,2.3202453
20240325T0700,4.6802454
20240325T0800,6.860245
20240325T0900,8.490246
20240325T1000,9.740245
20240325T1100,10.680245
20240325T1200,11.530245
20240325T1300,12.290245
20240325T1400,12.910245
20240325T1500,13.120245
20240325T1600,12.640245
20240325T1700,11.130245
20240325T1800,8.710245
20240325T1900,7.9302454
20240325T2000,7.210245
20240325T2100,6.2802453
20240325T2200,5.710245
20240325T2300,6.270245
20240326T0000,6.250245
20240326T0100,6.0902452
20240326T0200,5.8502455
20240326T0300,5.5102453
20240326T0400,5.440245
20240326T0500,5.2402453
20240326T0600,5.5902452
20240326T0700,6.920245
20240326T0800,9.190246
20240326T0900,11.270246
20240326T1000,13.090245
20240326T1100,14.140245
20240326T1200,15.360246
20240326T1300,16.340246
20240326T1400,17.140245
20240326T1500,17.270245
20240326T1600,16.870245
20240326T1700,15.390245
20240326T1800,13.520246
20240326T1900,13.910245
20240326T2000,13.470245
20240326T2100,11.850245
20240326T2200,10.900246
20240326T2300,10.240245
20240327T0000,9.5602455
20240327T0100,8.140245
20240327T0200,7.0602455
20240327T0300,6.7202454
20240327T0400,7.5102453
20240327T0500,7.2602453
20240327T0600,7.9302454
20240327T0700,8.350245
20240327T0800,7.9102454
20240327T0900,6.630245
20240327T1000,5.790245
20240327T1100,5.540245
20240327T1200,5.8902454
20240327T1300,6.5802455
20240327T1400,6.920245
20240327T1500,6.980245
20240327T1600,7.2002454
20240327T1700,7.1802454
20240327T1800,6.520245
20240327T1900,5.4102454
20240327T2000,4.8302455
20240327T2100,4.150245
20240327T2200,3.4002452
20240327T2300,2.7902455
20240328T0000,2.5702453
20240328T0100,2.2802453
20240328T0200,2.1102452
20240328T0300,2.0402455
20240328T0400,2.6402454
20240328T0500,3.6702452
20240328T0600,4.0902452
20240328T0700,4.8102455
20240328T0800,5.9302454
20240328T0900,7.270245
20240328T1000,8.760245
20240328T1100,9.720245
20240328T1200,10.930245
20240328T1300,11.630245
20240328T1400,11.940246
20240328T1500,12.340245
20240328T1600,12.710245
20240328T1700,12.010245
20240328T1800,9.5602455
20240328T1900,7.520245
20240328T2000,6.8002453
20240328T2100,7.0702453
20240328T2200,6.670245
20240328T2300,5.940245
20240329T0000,5.6602454
20240329T0100,6.150245
20240329T0200,6.6402454
20240329T0300,7.1602454
20240329T0400,8.040245
20240329T0500,8.010245
20240329T0600,7.980245
20240329T0700,8.490246
20240329T0800,9.410245
20240329T0900,10.790245
20240329T1000,13.090245
20240329T1100,13.970245
20240329T1200,15.530245
20240329T1300,17.260244
20240329T1400,18.200245
20240329T1500,18.210245
20240329T1600,17.370245
20240329T1700,15.400246
20240329T1800,13.090245
20240329T1900,11.840245
20240329T2000,10.540245
20240329T2100,10.080245
20240329T2200,9.090245
20240329T2300,8.700245
20240330T0000,9.200245
20240330T0100,9.400246
20240330T0200,9.340245
20240330T0300,9.340245
20240330T0400,9.290245
20240330T0500,9.650246
20240330T0600,10.150246
20240330T0700,10.330245
20240330T0800,11.410245
20240330T0900,12.200245
20240330T1000,13.140245
20240330T1100,14.330245
20240330T1200,14.930245
20240330T1300,15.070246
20240330T1400,14.990245
20240330T1500,14.740245
20240330T1600,13.330245
20240330T1700,12.540245
20240330T1800,11.370245
20240330T1900,11.300245
20240330T2000,10.170245
20240330T2100,9.800245
20240330T2200,9.570246
20240330T2300,9.900246
20240331T0000,9.360246
20240331T0100,8.740245
20240331T0200,7.770245
20240331T0300,7.210245
20240331T0400,6.770245
20240331T0500,6.750245
20240331T0600,7.0602455
20240331T0700,8.140245
20240331T0800,9.350245
20240331T0900,11.020246
20240331T1000,11.880245
20240331T1100,13.070246
20240331T1200,14.370245
20240331T1300,15.670245
20240331T1400,16.510246
20240331T1500,16.770245
20240331T1600,16.380245
20240331T1700,15.540245
20240331T1800,14.210245
20240331T1900,12.090245
20240331T2000,11.780245
20240331T2100,10.850245
20240331T2200,11.120245
20240331T2300,10.450245
20240401T0000,10.430245
20240401T0100,10.210245
20240401T0200,10.100245
20240401T0300,9.750245
20240401T0400,9.540245
20240401T0500,9.880245
20240401T0600,10.370245
20240401T0700,9.680245
20240401T0800,9.290245
20240401T0900,8.800245
20240401T1000,8.790245
20240401T1100,9.450245
20240401T1200,9.660245
20240401T1300,10.150246
20240401T1400,10.8102455
20240401T1500,11.490245
20240401T1600,12.070246
20240401T1700,11.360246
20240401T1800,9.640245
20240401T1900,8.400246
20240401T2000,7.8402452
20240401T2100,7.7402453
20240401T2200,8.170245
20240401T2300,8.080246
20240402T0000,8.350245
20240402T0100,8.580245
20240402T0200,8.400246
20240402T0300,8.230246
20240402T0400,8.120246
20240402T0500,8.190246
20240402T0600,8.450246
20240402T0700,9.180245
20240402T0800,9.460245
20240402T0900,9.740245
20240402T1000,10.520246
20240402T1100,11.430245
20240402T1200,11.910245
20240402T1300,12.710245
20240402T1400,13.580245
20240402T1500,13.840245
20240402T1600,13.790245
20240402T1700,13.200245
20240402T1800,12.250245
20240402T1900,8.980246
20240402T2000,6.270245
20240402T2100,5.5602455
20240402T2200,5.020245
20240402T2300,5.130245
20240403T0000,4.9102454
20240403T0100,5.0102453
20240403T0200,5.3002453
20240403T0300,5.860245
20240403T0400,6.2002454
20240403T0500,6.710245
20240403T0600,7.5802455
20240403T0700,9.210245
20240403T0800,10.050245
20240403T0900,10.080245
20240403T1000,10.690246
20240403T1100,11.3102455
20240403T1200,11.680245
20240403T1300,11.790245
20240403T1400,11.760245
20240403T1500,12.640245
20240403T1600,13.090245
20240403T1700,12.670245
20240403T1800,12.480246
20240403T1900,12.570246
20240403T2000,12.640245
20240403T2100,12.910245
20240403T2200,12.650246
20240403T2300,12.5602455
20240404T0000,12.410245
20240404T0100,12.070246
20240404T0200,11.980246
20240404T0300,11.820246
20240404T0400,11.760245
20240404T0500,11.710245
20240404T0600,11.880245
20240404T0700,13.080245
20240404T0800,14.200245
20240404T0900,15.210245
20240404T1000,15.460245
20240404T1100,15.520246
20240404T1200,15.110246
20240404T1300,14.850245
20240404T1400,15.920245
20240404T1500,17.130245
20240404T1600,16.710245
20240404T1700,16.140245
20240404T1800,15.460245
20240404T1900,14.320246
20240404T2000,13.200245
20240404T2100,12.920245
20240404T2200,12.470245
20240404T2300,11.750245
20240405T0000,11.030245
20240405T0100,11.210245
20240405T0200,11.130245
20240405T0300,10.700245
20240405T0400,10.290245
20240405T0500,9.550245
20240405T0600,10.080245
20240405T0700,12.400246
20240405T0800,15.790245
20240405T0900,18.660246
20240405T1000,20.660246
20240405T1100,22.050245
20240405T1200,22.950245
20240405T1300,22.790245
20240405T1400,22.880245
20240405T1500,22.220245
20240405T1600,21.850245
20240405T1700,20.200245
20240405T1800,20.510244
20240405T1900,18.940245
20240405T2000,15.140245
20240405T2100,13.510245
20240405T2200,11.850245
20240405T2300,11.100245
20240406T0000,11.190246
20240406T0100,10.710245
20240406T0200,10.490245
20240406T0300,10.280245
20240406T0400,9.930245
20240406T0500,9.480246
20240406T0600,10.410245
20240406T0700,13.610246
20240406T0800,16.940245
20240406T0900,20.340246
20240406T1000,22.950245
20240406T1100,24.670246
20240406T1200,25.980246
20240406T1300,26.990246
20240406T1400,27.600245
20240406T1500,27.490246
20240406T1600,26.390245
20240406T1700,23.590246
20240406T1800,18.960245
20240406T1900,16.590246
20240406T2000,15.160245
20240406T2100,14.520246
20240406T2200,14.450245
20240406T2300,13.850245
20240407T0000,13.490245
20240407T0100,13.240245
20240407T0200,13.080245
20240407T0300,12.800245
20240407T0400,12.880245
20240407T0500,15.210245
20240407T0600,13.670245
20240407T0700,15.670245
20240407T0800,17.620245
20240407T0900,19.660246
20240407T1000,21.180244
20240407T1100,22.340246
20240407T1200,23.200245
20240407T1300,23.920246
20240407T1400,24.370245
20240407T1500,24.130245
20240407T1600,23.070246
20240407T1700,21.310246
20240407T1800,20.020245
20240407T1900,18.360245
20240407T2000,17.430244
20240407T2100,16.060246
20240407T2200,14.980246
20240407T2300,13.840245
20240408T0000,13.540245
20240408T0100,14.150246
20240408T0200,14.700245
20240408T0300,13.240245
20240408T0400,13.020246
20240408T0500,11.720245
20240408T0600,12.500245
20240408T0700,15.440246
20240408T0800,18.430244
20240408T0900,20.550245
20240408T1000,21.690245
20240408T1100,22.950245
20240408T1200,23.990246
20240408T1300,24.690245
20240408T1400,25.410246
20240408T1500,25.740246
20240408T1600,24.830246
20240408T1700,23.220245
20240408T1800,20.620245
20240408T1900,19.000246
20240408T2000,18.980246
20240408T2100,18.210245
20240408T2200,17.750246
20240408T2300,17.150246
20240409T0000,17.140245
20240409T0100,18.450245
20240409T0200,18.280245
20240409T0300,17.220245
20240409T0400,16.630245
20240409T0500,14.960245
20240409T0600,12.430245
20240409T0700,10.3102455
20240409T0800,9.210245
20240409T0900,8.580245
20240409T1000,8.520246
20240409T1100,8.870245
20240409T1200,9.240245
20240409T1300,9.150246
20240409T1400,9.160245
20240409T1500,9.610246
20240409T1600,9.760245
20240409T1700,9.540245
20240409T1800,8.970245
20240409T1900,8.450246
20240409T2000,8.150246
20240409T2100,7.8702455
20240409T2200,6.9502454
20240409T2300,6.440245
20240410T0000,5.9902453
20240410T0100,5.8002453
20240410T0200,5.2002454
20240410T0300,5.0102453
20240410T0400,4.6402454
20240410T0500,4.4502454
20240410T0600,5.8002453
20240410T0700,7.3202453
20240410T0800,8.870245
20240410T0900,10.070246
20240410T1000,10.670245
20240410T1100,10.980246
20240410T1200,11.720245
20240410T1300,12.290245
20240410T1400,12.460245
20240410T1500,12.610246
20240410T1600,12.630245
20240410T1700,12.190246
20240410T1800,10.580245
20240410T1900,8.250245
20240410T2000,6.5802455
20240410T2100,5.8302455
20240410T2200,6.4502454
20240410T2300,5.8302455
20240411T0000,5.230245
20240411T0100,5.1602454
20240411T0200,4.860245
20240411T0300,3.9802456
20240411T0400,3.5602455
20240411T0500,3.7102456
20240411T0600,4.400245
20240411T0700,7.440245
20240411T0800,10.480246
20240411T0900,12.740245
20240411T1000,14.590245
20240411T1100,15.770246
20240411T1200,16.470245
20240411T1300,17.080246
20240411T1400,17.580246
20240411T1500,17.810246
20240411T1600,17.580246
20240411T1700,16.720245
20240411T1800,13.450245
20240411T1900,11.290245
20240411T2000,10.510245
20240411T2100,9.900246
20240411T2200,8.960245
20240411T2300,7.940245
20240412T0000,6.4302454
20240412T0100,7.270245
20240412T0200,6.690245
20240412T0300,5.420245
20240412T0400,4.0702453
20240412T0500,4.8002453
20240412T0600,6.710245
20240412T0700,10.470245
20240412T0800,13.730246
20240412T0900,15.980246
20240412T1000,17.920246
20240412T1100,19.410246
20240412T1200,20.520245
20240412T1300,21.370245
20240412T1400,21.720245
20240412T1500,21.860245
20240412T1600,21.690245
20240412T1700,20.720245
20240412T1800,19.200245
20240412T1900,15.820246
20240412T2000,13.8102455
20240412T2100,12.570246
20240412T2200,9.890245
20240412T2300,8.820246
20240413T0000,8.290245
20240413T0100,8.280246
20240413T0200,8.090245
20240413T0300,7.8102455
20240413T0400,7.4502454
20240413T0500,6.960245
20240413T0600,9.8102455
20240413T0700,13.370245
20240413T0800,16.330246
20240413T0900,18.860245
20240413T1000,21.000246
20240413T1100,22.670246
20240413T1200,23.980246
20240413T1300,25.120245
20240413T1400,25.970245
20240413T1500,26.440245
20240413T1600,26.310246
20240413T1700,24.880245
20240413T1800,22.190245
20240413T1900,18.150246
20240413T2000,15.300245
20240413T2100,14.410245
20240413T2200,13.590245
20240413T2300,13.070246
20240414T0000,12.360246
20240414T0100,11.940246
20240414T0200,11.480246
20240414T0300,11.210245
20240414T0400,11.080245
20240414T0500,10.800245
20240414T0600,12.880245
20240414T0700,16.700245
20240414T0800,19.820246
20240414T0900,21.920246
20240414T1000,23.500246
20240414T1100,24.730246
20240414T1200,25.630245
20240414T1300,26.240246
20240414T1400,26.510244
20240414T1500,26.380245
20240414T1600,25.630245
20240414T1700,24.210245
20240414T1800,22.590246
20240414T1900,20.150246
20240414T2000,16.250246
20240414T2100,15.270246
20240414T2200,14.180245
20240414T2300,13.950245
20240415T0000,15.100245
20240415T0100,15.510245
20240415T0200,14.940246
20240415T0300,14.450245
20240415T0400,14.400246
20240415T0500,14.340245
20240415T0600,14.910245
20240415T0700,15.610246
20240415T0800,15.750245
20240415T0900,16.710245
20240415T1000,17.440245
20240415T1100,17.070246
20240415T1200,17.530245
20240415T1300,18.340246
20240415T1400,18.750246
20240415T1500,18.920246
20240415T1600,18.400246
20240415T1700,17.190245
20240415T1800,15.930245
20240415T1900,14.210245
20240415T2000,12.680245
20240415T2100,11.160245
20240415T2200,9.470245
20240415T2300,7.860245
20240416T0000,7.0502453
20240416T0100,6.460245
20240416T0200,6.2002454
20240416T0300,6.250245
20240416T0400,6.000245
20240416T0500,5.940245
20240416T0600,6.3102455
20240416T0700,6.8702455
20240416T0800,7.6602454
20240416T0900,8.460245
20240416T1000,9.110246
20240416T1100,9.590245
20240416T1200,9.850245
20240416T1300,10.550245
20240416T1400,10.500245
20240416T1500,9.970245
20240416T1600,9.020246
20240416T1700,7.920245
20240416T1800,7.3302455
20240416T1900,7.2602453
20240416T2000,7.0102453
20240416T2100,6.9102454
20240416T2200,6.3202453
20240416T2300,6.4102454
20240417T0000,6.3502455
20240417T0100,6.3102455
20240417T0200,6.2002454
20240417T0300,6.170245
20240417T0400,5.880245
20240417T0500,5.770245
20240417T0600,5.6202455
20240417T0700,5.5502453
20240417T0800,5.750245
20240417T0900,6.460245
20240417T1000,7.2402453
20240417T1100,8.340245
20240417T1200,9.3102455
20240417T1300,9.500245
20240417T1400,8.800245
20240417T1500,8.430245
20240417T1600,6.8902454
20240417T1700,6.4902453
20240417T1800,6.2402453
20240417T1900,5.2002454
20240417T2000,4.650245
20240417T2100,4.5402455
20240417T2200,4.2902455
20240417T2300,4.2502456
20240418T0000,4.5902452
20240418T0100,4.5802455
20240418T0200,4.0002456
20240418T0300,3.3802452
20240418T0400,3.1702452
20240418T0500,3.1102452
20240418T0600,3.5502453
20240418T0700,4.3702455
20240418T0800,5.290245
20240418T0900,5.980245
20240418T1000,6.540245
20240418T1100,6.6002455
20240418T1200,7.710245
20240418T1300,8.160246
20240418T1400,9.010245
20240418T1500,8.920245
20240418T1600,8.890245
20240418T1700,8.490246
20240418T1800,7.400245
20240418T1900,5.7002454
20240418T2000,5.7602453
20240418T2100,5.500245
20240418T2200,4.0202456
20240418T2300,3.3002453
20240419T0000,3.0902452
20240419T0100,3.2402453
20240419T0200,3.2802453
20240419T0300,3.2002454
20240419T0400,3.5202456
20240419T0500,4.0802455
20240419T0600,4.9302454
20240419T0700,5.480245
20240419T0800,6.000245
20240419T0900,6.5102453
20240419T1000,6.8402452
20240419T1100,7.3902454
20240419T1200,7.400245
20240419T1300,7.3502455
20240419T1400,7.3702455
20240419T1500,7.6402454
20240419T1600,7.8402452
20240419T1700,7.690245
20240419T1800,7.5902452
20240419T1900,7.250245
20240419T2000,7.150245
20240419T2100,7.190245
20240419T2200,7.3702455
20240419T2300,7.150245
20240420T0000,6.4302454
20240420T0100,5.6802454
20240420T0200,5.270245
20240420T0300,5.0902452
20240420T0400,4.8002453
20240420T0500,4.8702455
20240420T0600,5.000245
20240420T0700,5.500245
20240420T0800,5.7002454
20240420T0900,6.0702453
20240420T1000,7.130245
20240420T1100,7.8002453
20240420T1200,8.370246
20240420T1300,8.540245
20240420T1400,8.990245
20240420T1500,8.830245
20240420T1600,8.280246
20240420T1700,7.5502453
20240420T1800,6.8402452
20240420T1900,5.710245
20240420T2000,5.0902452
20240420T2100,4.5902452
20240420T2200,4.2102456
20240420T2300,4.3302455
20240421T0000,3.7802453
20240421T0100,3.6202455
20240421T0200,3.8102455
20240421T0300,4.0402455
20240421T0400,4.3702455
20240421T0500,4.690245
20240421T0600,4.880245
20240421T0700,4.5602455
20240421T0800,4.8702455
20240421T0900,4.770245
20240421T1000,4.5402455
20240421T1100,5.3402452
20240421T1200,5.920245
20240421T1300,5.5802455
20240421T1400,6.2402453
20240421T1500,5.7002454
20240421T1600,6.2202454
20240421T1700,6.040245
20240421T1800,4.8102455
20240421T1900,3.9902453
20240421T2000,3.1302452
20240421T2100,2.4002454
20240421T2200,2.3902454
20240421T2300,2.1902454
20240422T0000,2.4402454
20240422T0100,2.7902455
20240422T0200,2.8402452
20240422T0300,3.0102453
20240422T0400,3.0902452
20240422T0500,2.9802456
20240422T0600,3.1402454
20240422T0700,3.8102455
20240422T0800,4.5802455
20240422T0900,5.3502455
20240422T1000,5.6802454
20240422T1100,6.130245
20240422T1200,6.3002453
20240422T1300,6.8202453
20240422T1400,7.1002455
20240422T1500,7.130245
20240422T1600,7.170245
20240422T1700,6.8102455
20240422T1800,6.0802455
20240422T1900,5.2002454
20240422T2000,4.690245
20240422T2100,4.0802455
20240422T2200,3.8202453
20240422T2300,3.1602454
20240423T0000,2.4902453
20240423T0100,2.4902453
20240423T0200,2.2102454
20240423T0300,1.8702455
20240423T0400,1.5002453
20240423T0500,1.4302454
20240423T0600,2.7302456
20240423T0700,4.0402455
20240423T0800,5.5502453
20240423T0900,6.7202454
20240423T1000,7.730245
20240423T1100,7.9702454
20240423T1200,8.520246
20240423T1300,8.8102455
20240423T1400,9.270246
20240423T1500,9.220245
20240423T1600,9.110246
20240423T1700,8.720245
20240423T1800,7.8202453
20240423T1900,6.480245
20240423T2000,4.9102454
20240423T2100,4.1202455
20240423T2200,2.9202452
20240423T2300,2.5002456
20240424T0000,1.7702454
20240424T0100,1.0202454
20240424T0200,0.9502454
20240424T0300,1.0502454
20240424T0400,1.2602453
20240424T0500,1.5002453
20240424T0600,3.3902454
20240424T0700,5.4102454
20240424T0800,6.5602455
20240424T0900,6.8002453
20240424T1000,6.9902453
20240424T1100,6.8202453
20240424T1200,6.540245
20240424T1300,6.960245
20240424T1400,6.960245
20240424T1500,6.4902453
20240424T1600,6.8402452
20240424T1700,6.2402453
20240424T1800,5.5802455
20240424T1900,4.750245
20240424T2000,4.5102453
20240424T2100,4.1202455
20240424T2200,4.0302453
20240424T2300,3.9102454
20240425T0000,3.7702456
20240425T0100,3.7402453
20240425T0200,3.7102456
20240425T0300,3.4802456
20240425T0400,3.6702452
20240425T0500,4.0602455
20240425T0600,4.4502454
20240425T0700,5.3502455
20240425T0800,6.630245
20240425T0900,7.4702454
20240425T1000,7.7002454
20240425T1100,8.170245
20240425T1200,8.720245
20240425T1300,9.420245
20240425T1400,9.950245
20240425T1500,10.400246
20240425T1600,10.530245
20240425T1700,10.300245
20240425T1800,8.280246
20240425T1900,5.2402453
20240425T2000,3.3502455
20240425T2100,2.6802454
20240425T2200,2.9102454
20240425T2300,2.8202453
20240426T0000,3.5202456
20240426T0100,4.3402452
20240426T0200,4.7802453
20240426T0300,4.9302454
20240426T0400,4.940245
20240426T0500,5.270245
20240426T0600,6.040245
20240426T0700,7.0702453
20240426T0800,8.140245
20240426T0900,8.970245
20240426T1000,10.070246
20240426T1100,11.0602455
20240426T1200,11.930245
20240426T1300,12.380245
20240426T1400,12.680245
20240426T1500,12.200245
20240426T1600,11.610246
20240426T1700,11.150246
20240426T1800,10.350245
20240426T1900,8.530246
20240426T2000,7.420245
20240426T2100,6.6002455
20240426T2200,5.880245
20240426T2300,5.3702455
20240427T0000,5.4702454
20240427T0100,5.460245
20240427T0200,5.5702453
20240427T0300,5.270245
20240427T0400,5.040245
20240427T0500,5.420245
20240427T0600,6.8502455
20240427T0700,9.580245
20240427T0800,12.450245
20240427T0900,14.770246
20240427T1000,16.430246
20240427T1100,17.990246
20240427T1200,19.380245
20240427T1300,20.440245
20240427T1400,20.640245
20240427T1500,21.010244
20240427T1600,20.850245
20240427T1700,20.020245
20240427T1800,18.110245
20240427T1900,15.210245
20240427T2000,13.450245
20240427T2100,12.570246
20240427T2200,12.190246
20240427T2300,11.940246
20240428T0000,11.140245
20240428T0100,10.8102455
20240428T0200,11.180245
20240428T0300,11.010245
20240428T0400,10.840245
20240428T0500,10.960245
20240428T0600,11.030245
20240428T0700,11.540245
20240428T0800,11.970245
20240428T0900,12.780245
20240428T1000,13.910245
20240428T1100,13.600245
20240428T1200,13.170245
20240428T1300,12.960245
20240428T1400,12.850245
20240428T1500,12.790245
20240428T1600,12.530245
20240428T1700,12.290245
20240428T1800,11.700245
20240428T1900,11.480246
20240428T2000,11.050245
20240428T2100,10.850245
20240428T2200,9.620245
20240428T2300,9.460245
20240429T0000,9.200245
20240429T0100,9.160245
20240429T0200,9.080245
20240429T0300,8.750245
20240429T0400,8.740245
20240429T0500,9.0602455
20240429T0600,9.660245
20240429T0700,10.980246
20240429T0800,12.300245
20240429T0900,13.790245
20240429T1000,15.820246
20240429T1100,17.150246
20240429T1200,17.910246
20240429T1300,18.840246
20240429T1400,19.180244
20240429T1500,19.470245
20240429T1600,19.090246
20240429T1700,18.040245
20240429T1800,16.440247
20240429T1900,14.340245
20240429T2000,13.180245
20240429T2100,12.790245
20240429T2200,11.780245
20240429T2300,11.690246
20240430T0000,11.080245
20240430T0100,10.570246
20240430T0200,10.030245
20240430T0300,9.630245
20240430T0400,9.290245
20240430T0500,8.070246
20240430T0600,10.580245
20240430T0700,13.420245
20240430T0800,15.840245
20240430T0900,18.030245
20240430T1000,19.810246
20240430T1100,21.370245
20240430T1200,22.740246
20240430T1300,23.720245
20240430T1400,24.240246
20240430T1500,24.130245
20240430T1600,23.550245
20240430T1700,22.330246
20240430T1800,19.850245
20240430T1900,16.510246
20240430T2000,16.540245
20240430T2100,13.940246
20240430T2200,13.240245
20240430T2300,11.570246
20240501T0000,11.430245
20240501T0100,11.240245
20240501T0200,10.840245
20240501T0300,10.130245
20240501T0400,9.640245
20240501T0500,10.3102455
20240501T0600,12.460245
20240501T0700,15.180245
20240501T0800,17.600245
20240501T0900,19.840246
20240501T1000,21.630245
20240501T1100,23.170246
20240501T1200,24.440245
20240501T1300,25.500246
20240501T1400,26.070246
20240501T1500,26.180244
20240501T1600,25.270245
20240501T1700,23.480246
20240501T1800,21.070246
20240501T1900,18.850245
20240501T2000,17.580246
20240501T2100,16.130245
20240501T2200,14.880245
20240501T2300,14.140245
20240502T0000,13.980246
20240502T0100,13.940246
20240502T0200,13.830245
20240502T0300,14.100245
20240502T0400,14.140245
20240502T0500,14.130245
20240502T0600,14.380245
20240502T0700,14.720245
20240502T0800,15.150246
20240502T0900,15.5602455
20240502T1000,15.870245
20240502T1100,14.860246
20240502T1200,13.820246
20240502T1300,12.660245
20240502T1400,12.100245
20240502T1500,12.100245
20240502T1600,12.230246
20240502T1700,11.840245
20240502T1800,11.490245
20240502T1900,11.220245
20240502T2000,11.120245
20240502T2100,10.970245
20240502T2200,10.780245
20240502T2300,10.580245
20240503T0000,10.370245
20240503T0100,10.170245
20240503T0200,10.010245
20240503T0300,9.800245
20240503T0400,9.760245
20240503T0500,9.880245
20240503T0600,10.230246
20240503T0700,10.470245
20240503T0800,10.910245
20240503T0900,11.410245
20240503T1000,12.350245
20240503T1100,12.930245
20240503T1200,13.740245
20240503T1300,14.360246
20240503T1400,14.330245
20240503T1500,14.550245
20240503T1600,14.520246
20240503T1700,14.270246
20240503T1800,13.290245
20240503T1900,11.110246
20240503T2000,9.930245
20240503T2100,9.0602455
20240503T2200,8.370246
20240503T2300,7.3102455
20240504T0000,6.150245
20240504T0100,6.3102455
20240504T0200,6.8902454
20240504T0300,7.5602455
20240504T0400,7.5102453
20240504T0500,7.7602453
20240504T0600,9.400246
20240504T0700,11.5602455
20240504T0800,13.350245
20240504T0900,14.680245
20240504T1000,15.920245
20240504T1100,17.020245
20240504T1200,17.600245
20240504T1300,18.180244
20240504T1400,18.610245
20240504T1500,18.730246
20240504T1600,18.700245
20240504T1700,17.970245
20240504T1800,16.560246
20240504T1900,15.170245
20240504T2000,14.470245
20240504T2100,14.330245
20240504T2200,14.700245
20240504T2300,14.050245
20240505T0000,13.630245
20240505T0100,13.370245
20240505T0200,13.050245
20240505T0300,13.020246
20240505T0400,13.210245
20240505T0500,13.350245
20240505T0600,13.850245
20240505T0700,14.400246
20240505T0800,15.420245
20240505T0900,16.180246
20240505T1000,17.130245
20240505T1100,18.340246
20240505T1200,19.370245
20240505T1300,20.350245
20240505T1400,20.660246
20240505T1500,20.590246
20240505T1600,20.570246
20240505T1700,19.390245
20240505T1800,17.430244
20240505T1900,15.980246
20240505T2000,14.900246
20240505T2100,14.380245
20240505T2200,14.110246
20240505T2300,13.870245
20240506T0000,13.660245
20240506T0100,13.450245
20240506T0200,13.160245
20240506T0300,13.090245
20240506T0400,13.140245
20240506T0500,13.260245
20240506T0600,13.670245
20240506T0700,14.210245
20240506T0800,13.930245
20240506T0900,13.490245
20240506T1000,13.770246
20240506T1100,13.780245
20240506T1200,14.110246
20240506T1300,14.540245
20240506T1400,14.480246
20240506T1500,14.630245
20240506T1600,14.180245
20240506T1700,13.830245
20240506T1800,13.170245
20240506T1900,13.320246
20240506T2000,12.090245
20240506T2100,11.590245
20240506T2200,11.440246
20240506T2300,11.350245
20240507T0000,10.970245
20240507T0100,10.760245
20240507T0200,10.5602455
20240507T0300,10.330245
20240507T0400,10.210245
20240507T0500,10.550245
20240507T0600,11.000245
20240507T0700,11.570246
20240507T0800,12.270246
20240507T0900,12.980246
20240507T1000,14.340245
20240507T1100,15.200245
20240507T1200,15.150246
20240507T1300,15.200245
20240507T1400,15.370245
20240507T1500,14.950245
20240507T1600,14.640245
20240507T1700,14.180245
20240507T1800,13.540245
